Name,Description,Range,Increment,Value,Read_only
COMPASS_DEV_ID7,"Extra 7th compass's device id.  Automatically detected, do not set manually",,,,True
COMPASS_DEV_ID8,"Extra 8th compass's device id.  Automatically detected, do not set manually",,,,True
COMPASS_CUS_ROLL,"Compass mounting position roll offset. Positive values = roll right, negative values = roll left. This parameter is only used when COMPASS_ORIENT/2/3 is set to CUSTOM.",-180 180,1,,
COMPASS_CUS_PIT,"Compass mounting position pitch offset. Positive values = pitch up, negative values = pitch down. This parameter is only used when COMPASS_ORIENT/2/3 is set to CUSTOM.",-180 180,1,,
COMPASS_CUS_YAW,"Compass mounting position yaw offset. Positive values = yaw right, negative values = yaw left. This parameter is only used when COMPASS_ORIENT/2/3 is set to CUSTOM.",-180 180,1,,
COMPASS_PMOT_EN,This enables per-motor compass corrections,,,0|1|,
COMPASS_PMOT_EXP,This is the exponential correction for the power output of the motor for per-motor compass correction,0 2,0.01,,
COMPASS_PMOT1_X,Compensation for X axis of motor1,,,,
COMPASS_PMOT1_Y,Compensation for Y axis of motor1,,,,
COMPASS_PMOT1_Z,Compensation for Z axis of motor1,,,,
COMPASS_PMOT2_X,Compensation for X axis of motor2,,,,
COMPASS_PMOT2_Y,Compensation for Y axis of motor2,,,,
COMPASS_PMOT2_Z,Compensation for Z axis of motor2,,,,
COMPASS_PMOT3_X,Compensation for X axis of motor3,,,,
COMPASS_PMOT3_Y,Compensation for Y axis of motor3,,,,
COMPASS_PMOT3_Z,Compensation for Z axis of motor3,,,,
COMPASS_PMOT4_X,Compensation for X axis of motor4,,,,
COMPASS_PMOT4_Y,Compensation for Y axis of motor4,,,,
COMPASS_PMOT4_Z,Compensation for Z axis of motor4,,,,
CUST_ROT_ENABLE,This enables custom rotations,,,0|1|,
CUST_ROT1_ROLL,"Custom euler roll, euler 321 (yaw, pitch, roll) ordering",,,,
CUST_ROT1_PITCH,"Custom euler pitch, euler 321 (yaw, pitch, roll) ordering",,,,
CUST_ROT1_YAW,"Custom euler yaw, euler 321 (yaw, pitch, roll) ordering",,,,
CUST_ROT2_ROLL,"Custom euler roll, euler 321 (yaw, pitch, roll) ordering",,,,
CUST_ROT2_PITCH,"Custom euler pitch, euler 321 (yaw, pitch, roll) ordering",,,,
CUST_ROT2_YAW,"Custom euler yaw, euler 321 (yaw, pitch, roll) ordering",,,,
EAHRS_TYPE,Type of AHRS device,,,0|1|2|,
EAHRS_RATE,Requested rate for AHRS device,,,,
EFI_TYPE,What method of communication is used for EFI #1,,,0|1|2|3|,
EFI_COEF1,Used to calibrate fuel flow for MS protocol (Slope),0 1,,,
EFI_COEF2,Used to calibrate fuel flow for MS protocol (Offset),0 10,,,
EK2_ENABLE,"This enables EKF2. Enabling EKF2 only makes the maths run, it does not mean it will be used for flight control. To use it for flight control set AHRS_EKF_TYPE=2. A reboot or restart will need to be performed after changing the value of EK2_ENABLE for it to take effect.",,,0|1|,
EK2_GPS_TYPE,"This controls use of GPS measurements : 0 = use 3D velocity & 2D position, 1 = use 2D velocity and 2D position, 2 = use 2D position, 3 = Inhibit GPS use - this can be useful when flying with an optical flow sensor in an environment where GPS quality is poor and subject to large multipath errors.",,,0|1|2|3|,
EK2_VELNE_M_NSE,"This sets a lower limit on the speed accuracy reported by the GPS receiver that is used to set horizontal velocity observation noise. If the model of receiver used does not provide a speed accurcy estimate, then the parameter value will be used. Increasing it reduces the weighting of the GPS horizontal velocity measurements.",0.05 5.0,0.05,,
EK2_VELD_M_NSE,"This sets a lower limit on the speed accuracy reported by the GPS receiver that is used to set vertical velocity observation noise. If the model of receiver used does not provide a speed accurcy estimate, then the parameter value will be used. Increasing it reduces the weighting of the GPS vertical velocity measurements.",0.05 5.0,0.05,,
EK2_VEL_I_GATE,This sets the percentage number of standard deviations applied to the GPS velocity measurement innovation consistency check. Decreasing it makes it more likely that good measurements will be rejected. Increasing it makes it more likely that bad measurements will be accepted.,100 1000,25,,
EK2_POSNE_M_NSE,This sets the GPS horizontal position observation noise. Increasing it reduces the weighting of GPS horizontal position measurements.,0.1 10.0,0.1,,
EK2_POS_I_GATE,This sets the percentage number of standard deviations applied to the GPS position measurement innovation consistency check. Decreasing it makes it more likely that good measurements will be rejected. Increasing it makes it more likely that bad measurements will be accepted.,100 1000,25,,
EK2_GLITCH_RAD,This controls the maximum radial uncertainty in position between the value predicted by the filter and the value measured by the GPS before the filter position and velocity states are reset to the GPS. Making this value larger allows the filter to ignore larger GPS glitches but also means that non-GPS errors such as IMU and compass can create a larger error in position before the filter is forced back to the GPS position.,10 100,5,,
EK2_ALT_SOURCE,"Primary height sensor used by the EKF. If a sensor other than Baro is selected and becomes unavailable, then the Baro sensor will be used as a fallback. NOTE: The EK2_RNG_USE_HGT parameter can be used to switch to range-finder when close to the ground in conjunction with EK2_ALT_SOURCE = 0 or 2 (Baro or GPS).",,,0|1|2|3|,
EK2_ALT_M_NSE,"This is the RMS value of noise in the altitude measurement. Increasing it reduces the weighting of the baro measurement and will make the filter respond more slowly to baro measurement errors, but will make it more sensitive to GPS and accelerometer errors.",0.1 10.0,0.1,,
EK2_HGT_I_GATE,This sets the percentage number of standard deviations applied to the height measurement innovation consistency check. Decreasing it makes it more likely that good measurements will be rejected. Increasing it makes it more likely that bad measurements will be accepted.,100 1000,25,,
EK2_HGT_DELAY,This is the number of msec that the Height measurements lag behind the inertial measurements.,0 250,10,,
EK2_MAG_M_NSE,This is the RMS value of noise in magnetometer measurements. Increasing it reduces the weighting on these measurements.,0.01 0.5,0.01,,
EK2_MAG_CAL,"This determines when the filter will use the 3-axis magnetometer fusion model that estimates both earth and body fixed magnetic field states, when it will use a simpler magnetic heading fusion model that does not use magnetic field states and when it will use an alternative method of yaw determination to the magnetometer. The 3-axis magnetometer fusion is only suitable for use when the external magnetic field environment is stable. EK2_MAG_CAL = 0 uses heading fusion on ground, 3-axis fusion in-flight, and is the default setting for Plane users. EK2_MAG_CAL = 1 uses 3-axis fusion only when manoeuvring. EK2_MAG_CAL = 2 uses heading fusion at all times, is recommended if the external magnetic field is varying and is the default for rovers. EK2_MAG_CAL = 3 uses heading fusion on the ground and 3-axis fusion after the first in-air field and yaw reset has completed, and is the default for copters. EK2_MAG_CAL = 4 uses 3-axis fusion at all times. NOTE: The fusion mode can be forced to 2 for specific EKF cores using the EK2_MAG_MASK parameter. NOTE: limited operation without a magnetometer or any other yaw sensor is possible by setting all COMPASS_USE, COMPASS_USE2, COMPASS_USE3, etc parameters to 0 with COMPASS_ENABLE set to 1. If this is done, the EK2_GSF_RUN and EK2_GSF_USE masks must be set to the same as EK2_IMU_MASK.",,,0|1|2|3|4|,
EK2_MAG_I_GATE,This sets the percentage number of standard deviations applied to the magnetometer measurement innovation consistency check. Decreasing it makes it more likely that good measurements will be rejected. Increasing it makes it more likely that bad measurements will be accepted.,100 1000,25,,
EK2_EAS_M_NSE,This is the RMS value of noise in equivalent airspeed measurements used by planes. Increasing it reduces the weighting of airspeed measurements and will make wind speed estimates less noisy and slower to converge. Increasing also increases navigation errors when dead-reckoning without GPS measurements.,0.5 5.0,0.1,,
EK2_EAS_I_GATE,This sets the percentage number of standard deviations applied to the airspeed measurement innovation consistency check. Decreasing it makes it more likely that good measurements will be rejected. Increasing it makes it more likely that bad measurements will be accepted.,100 1000,25,,
EK2_RNG_M_NSE,This is the RMS value of noise in the range finder measurement. Increasing it reduces the weighting on this measurement.,0.1 10.0,0.1,,
EK2_RNG_I_GATE,This sets the percentage number of standard deviations applied to the range finder innovation consistency check. Decreasing it makes it more likely that good measurements will be rejected. Increasing it makes it more likely that bad measurements will be accepted.,100 1000,25,,
EK2_MAX_FLOW,This sets the magnitude maximum optical flow rate in rad/sec that will be accepted by the filter,1.0 4.0,0.1,,
EK2_FLOW_M_NSE,This is the RMS value of noise and errors in optical flow measurements. Increasing it reduces the weighting on these measurements.,0.05 1.0,0.05,,
EK2_FLOW_I_GATE,This sets the percentage number of standard deviations applied to the optical flow innovation consistency check. Decreasing it makes it more likely that good measurements will be rejected. Increasing it makes it more likely that bad measurements will be accepted.,100 1000,25,,
EK2_FLOW_DELAY,This is the number of msec that the optical flow measurements lag behind the inertial measurements. It is the time from the end of the optical flow averaging period and does not include the time delay due to the 100msec of averaging within the flow sensor.,0 127,10,,
EK2_GYRO_P_NSE,This control disturbance noise controls the growth of estimated error due to gyro measurement errors excluding bias. Increasing it makes the flter trust the gyro measurements less and other measurements more.,0.0001 0.1,0.0001,,
EK2_ACC_P_NSE,This control disturbance noise controls the growth of estimated error due to accelerometer measurement errors excluding bias. Increasing it makes the flter trust the accelerometer measurements less and other measurements more.,0.01 1.0,0.01,,
EK2_GBIAS_P_NSE,This state  process noise controls growth of the gyro delta angle bias state error estimate. Increasing it makes rate gyro bias estimation faster and noisier.,0.00001 0.001,,,
EK2_GSCL_P_NSE,This noise controls the rate of gyro scale factor learning. Increasing it makes rate gyro scale factor estimation faster and noisier.,0.000001 0.001,,,
EK2_ABIAS_P_NSE,This noise controls the growth of the vertical accelerometer delta velocity bias state error estimate. Increasing it makes accelerometer bias estimation faster and noisier.,0.00001 0.005,,,
EK2_WIND_P_NSE,This state process noise controls the growth of wind state error estimates. Increasing it makes wind estimation faster and noisier.,0.01 1.0,0.1,,
EK2_WIND_PSCALE,"This controls how much the process noise on the wind states is increased when gaining or losing altitude to take into account changes in wind speed and direction with altitude. Increasing this parameter increases how rapidly the wind states adapt when changing altitude, but does make wind velocity estimation noiser.",0.0 1.0,0.1,,
EK2_GPS_CHECK,"This is a 1 byte bitmap controlling which GPS preflight checks are performed. Set to 0 to bypass all checks. Set to 255 perform all checks. Set to 3 to check just the number of satellites and HDoP. Set to 31 for the most rigorous checks that will still allow checks to pass when the copter is moving, eg launch from a boat.",,,,
EK2_IMU_MASK,"1 byte bitmap of IMUs to use in EKF2. A separate instance of EKF2 will be started for each IMU selected. Set to 1 to use the first IMU only (default), set to 2 to use the second IMU only, set to 3 to use the first and second IMU. Additional IMU's can be used up to a maximum of 6 if memory and processing resources permit. There may be insufficient memory and processing resources to run multiple instances. If this occurs EKF2 will fail to start.",,,,
EK2_CHECK_SCALE,This scales the thresholds that are used to check GPS accuracy before it is used by the EKF. A value of 100 is the default. Values greater than 100 increase and values less than 100 reduce the maximum GPS error the EKF will accept. A value of 200 will double the allowable GPS error.,50 200,,,
EK2_NOAID_M_NSE,This sets the amount of position variation that the EKF allows for when operating without external measurements (eg GPS or optical flow). Increasing this parameter makes the EKF attitude estimate less sensitive to vehicle manoeuvres but more sensitive to IMU errors.,0.5 50.0,,,
EK2_YAW_M_NSE,This is the RMS value of noise in yaw measurements from the magnetometer. Increasing it reduces the weighting on these measurements.,0.05 1.0,0.05,,
EK2_YAW_I_GATE,This sets the percentage number of standard deviations applied to the magnetometer yaw measurement innovation consistency check. Decreasing it makes it more likely that good measurements will be rejected. Increasing it makes it more likely that bad measurements will be accepted.,100 1000,25,,
EK2_TAU_OUTPUT,Sets the time constant of the output complementary filter/predictor in centi-seconds.,10 50,5,,
EK2_MAGE_P_NSE,This state process noise controls the growth of earth magnetic field state error estimates. Increasing it makes earth magnetic field estimation faster and noisier.,0.00001 0.01,,,
EK2_MAGB_P_NSE,This state process noise controls the growth of body magnetic field state error estimates. Increasing it makes magnetometer bias error estimation faster and noisier.,0.00001 0.01,,,
EK2_RNG_USE_HGT,"Range finder can be used as the primary height source when below this percentage of its maximum range (see RNGFND_MAX_CM). This will not work unless Baro or GPS height is selected as the primary height source vis EK2_ALT_SOURCE = 0 or 2 respectively.  This feature should not be used for terrain following as it is designed  for vertical takeoff and landing with climb above  the range finder use height before commencing the mission, and with horizontal position changes below that height being limited to a flat region around the takeoff and landing point.",-1 70,1,,
EK2_TERR_GRAD,Specifies the maximum gradient of the terrain below the vehicle assumed when it is fusing range finder or optical flow to estimate terrain height.,0 0.2,0.01,,
EK2_BCN_M_NSE,This is the RMS value of noise in the range beacon measurement. Increasing it reduces the weighting on this measurement.,0.1 10.0,0.1,,
EK2_BCN_I_GTE,This sets the percentage number of standard deviations applied to the range beacon measurement innovation consistency check. Decreasing it makes it more likely that good measurements will be rejected. Increasing it makes it more likely that bad measurements will be accepted.,100 1000,25,,
EK2_BCN_DELAY,This is the number of msec that the range beacon measurements lag behind the inertial measurements. It is the time from the end of the optical flow averaging period and does not include the time delay due to the 100msec of averaging within the flow sensor.,0 127,10,,
EK2_RNG_USE_SPD,The range finder will not be used as the primary height source when the horizontal ground speed is greater than this value.,2.0 6.0,0.5,,
EK2_MAG_MASK,1 byte bitmap of EKF cores that will disable magnetic field states and use simple magnetic heading fusion at all times. This parameter enables specified cores to be used as a backup for flight into an environment with high levels of external magnetic interference which may degrade the EKF attitude estimate when using 3-axis magnetometer fusion. NOTE : Use of a different magnetometer fusion algorithm on different cores makes unwanted EKF core switches due to magnetometer errors more likely.,,,,
EK2_OGN_HGT_MASK,"When a height sensor other than GPS is used as the primary height source by the EKF, the position of the zero height datum is defined by that sensor and its frame of reference. If a GPS height measurement is also available, then the height of the WGS-84 height datum used by the EKF can be corrected so that the height returned by the getLLH() function is compensated for primary height sensor drift and change in datum over time. The first two bit positions control when the height datum will be corrected. Correction is performed using a Bayes filter and only operates when GPS quality permits. The third bit position controls where the corrections to the GPS reference datum are applied. Corrections can be applied to the local vertical position or to the reported EKF origin height (default).",,,,
EK2_FLOW_USE,Controls if the optical flow data is fused into the 24-state navigation estimator OR the 1-state terrain height estimator.,,,0|1|2|,
EK2_MAG_EF_LIM,This limits the difference between the learned earth magnetic field and the earth field from the world magnetic model tables. A value of zero means to disable the use of the WMM tables.,0 500,,,
EK2_HRT_FILT,Specifies the crossover frequency of the complementary filter used to calculate the output predictor height rate derivative.,0.1 30.0,,,
EK2_GSF_RUN_MASK,"A bitmask of which EKF2 instances run an independant EKF-GSF yaw estimator to provide a backup yaw estimate that doesn't rely on magnetometer data. This estimator uses IMU, GPS and, if available, airspeed data. EKF-GSF yaw estimator data for the primary EKF2 instance will be logged as GSF0 and GSF1 messages. Use of the yaw estimate generated by this algorithm is controlled by the EK2_GSF_USE_MASK and EK2_GSF_RST_MAX parameters. To run the EKF-GSF yaw estimator in ride-along and logging only, set EK2_GSF_USE_MASK to 0. ",,,,
EK2_GSF_USE_MASK,"1 byte bitmap of which EKF2 instances will use the output from the EKF-GSF yaw estimator that has been turned on by the EK2_GSF_RUN_MASK parameter. If the inertial navigation calculation stops following the GPS, then the vehicle code can request EKF2 to attempt to resolve the issue, either by performing a yaw reset if enabled by this parameter by switching to another EKF2 instance.",,,,
EK2_GSF_RST_MAX,Sets the maximum number of times the EKF2 will be allowed to reset its yaw to the estimate from the EKF-GSF yaw estimator. No resets will be allowed unless the use of the EKF-GSF yaw estimate is enabled via the EK2_GSF_USE_MASK parameter.,1 10,1,,
EK3_ENABLE,"This enables EKF3. Enabling EKF3 only makes the maths run, it does not mean it will be used for flight control. To use it for flight control set AHRS_EKF_TYPE=3. A reboot or restart will need to be performed after changing the value of EK3_ENABLE for it to take effect.",,,0|1|,
EK3_VELNE_M_NSE,"This sets a lower limit on the speed accuracy reported by the GPS receiver that is used to set horizontal velocity observation noise. If the model of receiver used does not provide a speed accurcy estimate, then the parameter value will be used. Increasing it reduces the weighting of the GPS horizontal velocity measurements.",0.05 5.0,0.05,,
EK3_VELD_M_NSE,"This sets a lower limit on the speed accuracy reported by the GPS receiver that is used to set vertical velocity observation noise. If the model of receiver used does not provide a speed accurcy estimate, then the parameter value will be used. Increasing it reduces the weighting of the GPS vertical velocity measurements.",0.05 5.0,0.05,,
EK3_VEL_I_GATE,This sets the percentage number of standard deviations applied to the GPS velocity measurement innovation consistency check. Decreasing it makes it more likely that good measurements will be rejected. Increasing it makes it more likely that bad measurements will be accepted.,100 1000,25,,
EK3_POSNE_M_NSE,This sets the GPS horizontal position observation noise. Increasing it reduces the weighting of GPS horizontal position measurements.,0.1 10.0,0.1,,
EK3_POS_I_GATE,This sets the percentage number of standard deviations applied to the GPS position measurement innovation consistency check. Decreasing it makes it more likely that good measurements will be rejected. Increasing it makes it more likely that bad measurements will be accepted.,100 1000,25,,
EK3_GLITCH_RAD,This controls the maximum radial uncertainty in position between the value predicted by the filter and the value measured by the GPS before the filter position and velocity states are reset to the GPS. Making this value larger allows the filter to ignore larger GPS glitches but also means that non-GPS errors such as IMU and compass can create a larger error in position before the filter is forced back to the GPS position.,10 100,5,,
EK3_ALT_M_NSE,"This is the RMS value of noise in the altitude measurement. Increasing it reduces the weighting of the baro measurement and will make the filter respond more slowly to baro measurement errors, but will make it more sensitive to GPS and accelerometer errors.",0.1 10.0,0.1,,
EK3_HGT_I_GATE,This sets the percentage number of standard deviations applied to the height measurement innovation consistency check. Decreasing it makes it more likely that good measurements will be rejected. Increasing it makes it more likely that bad measurements will be accepted.,100 1000,25,,
EK3_HGT_DELAY,This is the number of msec that the Height measurements lag behind the inertial measurements.,0 250,10,,
EK3_MAG_M_NSE,This is the RMS value of noise in magnetometer measurements. Increasing it reduces the weighting on these measurements.,0.01 0.5,0.01,,
EK3_MAG_CAL,"This determines when the filter will use the 3-axis magnetometer fusion model that estimates both earth and body fixed magnetic field states and when it will use a simpler magnetic heading fusion model that does not use magnetic field states. The 3-axis magnetometer fusion is only suitable for use when the external magnetic field environment is stable. EK3_MAG_CAL = 0 uses heading fusion on ground, 3-axis fusion in-flight, and is the default setting for Plane users. EK3_MAG_CAL = 1 uses 3-axis fusion only when manoeuvring. EK3_MAG_CAL = 2 uses heading fusion at all times, is recommended if the external magnetic field is varying and is the default for rovers. EK3_MAG_CAL = 3 uses heading fusion on the ground and 3-axis fusion after the first in-air field and yaw reset has completed, and is the default for copters. EK3_MAG_CAL = 4 uses 3-axis fusion at all times. EK3_MAG_CAL = 5 uses an external yaw sensor with simple heading fusion. NOTE : Use of simple heading magnetometer fusion makes vehicle compass calibration and alignment errors harder for the EKF to detect which reduces the sensitivity of the Copter EKF failsafe algorithm. NOTE: The fusion mode can be forced to 2 for specific EKF cores using the EK3_MAG_MASK parameter. EK3_MAG_CAL = 6 uses an external yaw sensor with fallback to compass when the external sensor is not available if we are flying. NOTE: The fusion mode can be forced to 2 for specific EKF cores using the EK3_MAG_MASK parameter. NOTE: limited operation without a magnetometer or any other yaw sensor is possible by setting all COMPASS_USE, COMPASS_USE2, COMPASS_USE3, etc parameters to 0 and setting COMPASS_ENABLE to 0. If this is done, the EK3_GSF_RUN and EK3_GSF_USE masks must be set to the same as EK3_IMU_MASK. A yaw angle derived from IMU and GPS velocity data using a Gaussian Sum Filter (GSF) will then be used to align the yaw when flight commences and there is sufficient movement.",,,0|1|2|3|4|5|6|,
EK3_MAG_I_GATE,This sets the percentage number of standard deviations applied to the magnetometer measurement innovation consistency check. Decreasing it makes it more likely that good measurements will be rejected. Increasing it makes it more likely that bad measurements will be accepted.,100 1000,25,,
EK3_EAS_M_NSE,This is the RMS value of noise in equivalent airspeed measurements used by planes. Increasing it reduces the weighting of airspeed measurements and will make wind speed estimates less noisy and slower to converge. Increasing also increases navigation errors when dead-reckoning without GPS measurements.,0.5 5.0,0.1,,
EK3_EAS_I_GATE,This sets the percentage number of standard deviations applied to the airspeed measurement innovation consistency check. Decreasing it makes it more likely that good measurements will be rejected. Increasing it makes it more likely that bad measurements will be accepted.,100 1000,25,,
EK3_RNG_M_NSE,This is the RMS value of noise in the range finder measurement. Increasing it reduces the weighting on this measurement.,0.1 10.0,0.1,,
EK3_RNG_I_GATE,This sets the percentage number of standard deviations applied to the range finder innovation consistency check. Decreasing it makes it more likely that good measurements will be rejected. Increasing it makes it more likely that bad measurements will be accepted.,100 1000,25,,
EK3_MAX_FLOW,This sets the magnitude maximum optical flow rate in rad/sec that will be accepted by the filter,1.0 4.0,0.1,,
EK3_FLOW_M_NSE,This is the RMS value of noise and errors in optical flow measurements. Increasing it reduces the weighting on these measurements.,0.05 1.0,0.05,,
EK3_FLOW_I_GATE,This sets the percentage number of standard deviations applied to the optical flow innovation consistency check. Decreasing it makes it more likely that good measurements will be rejected. Increasing it makes it more likely that bad measurements will be accepted.,100 1000,25,,
EK3_FLOW_DELAY,This is the number of msec that the optical flow measurements lag behind the inertial measurements. It is the time from the end of the optical flow averaging period and does not include the time delay due to the 100msec of averaging within the flow sensor.,0 250,10,,
EK3_GYRO_P_NSE,This control disturbance noise controls the growth of estimated error due to gyro measurement errors excluding bias. Increasing it makes the flter trust the gyro measurements less and other measurements more.,0.0001 0.1,0.0001,,
EK3_ACC_P_NSE,This control disturbance noise controls the growth of estimated error due to accelerometer measurement errors excluding bias. Increasing it makes the flter trust the accelerometer measurements less and other measurements more.,0.01 1.0,0.01,,
EK3_GBIAS_P_NSE,This state  process noise controls growth of the gyro delta angle bias state error estimate. Increasing it makes rate gyro bias estimation faster and noisier.,0.00001 0.001,,,
EK3_ABIAS_P_NSE,This noise controls the growth of the vertical accelerometer delta velocity bias state error estimate. Increasing it makes accelerometer bias estimation faster and noisier.,0.00001 0.005,,,
EK3_WIND_P_NSE,This state process noise controls the growth of wind state error estimates. Increasing it makes wind estimation faster and noisier.,0.01 2.0,0.1,,
EK3_WIND_PSCALE,"This controls how much the process noise on the wind states is increased when gaining or losing altitude to take into account changes in wind speed and direction with altitude. Increasing this parameter increases how rapidly the wind states adapt when changing altitude, but does make wind velocity estimation noiser.",0.0 2.0,0.1,,
EK3_GPS_CHECK,"This is a 1 byte bitmap controlling which GPS preflight checks are performed. Set to 0 to bypass all checks. Set to 255 perform all checks. Set to 3 to check just the number of satellites and HDoP. Set to 31 for the most rigorous checks that will still allow checks to pass when the copter is moving, eg launch from a boat.",,,,
EK3_IMU_MASK,"1 byte bitmap of IMUs to use in EKF3. A separate instance of EKF3 will be started for each IMU selected. Set to 1 to use the first IMU only (default), set to 2 to use the second IMU only, set to 3 to use the first and second IMU. Additional IMU's can be used up to a maximum of 6 if memory and processing resources permit. There may be insufficient memory and processing resources to run multiple instances. If this occurs EKF3 will fail to start.",,,,
EK3_CHECK_SCALE,This scales the thresholds that are used to check GPS accuracy before it is used by the EKF. A value of 100 is the default. Values greater than 100 increase and values less than 100 reduce the maximum GPS error the EKF will accept. A value of 200 will double the allowable GPS error.,50 200,,,
EK3_NOAID_M_NSE,This sets the amount of position variation that the EKF allows for when operating without external measurements (eg GPS or optical flow). Increasing this parameter makes the EKF attitude estimate less sensitive to vehicle manoeuvres but more sensitive to IMU errors.,0.5 50.0,,,
EK3_BETA_MASK,"1 byte bitmap controlling use of sideslip angle fusion for estimation of non wind states during operation of 'fly forward' vehicle types such as fixed wing planes. By assuming that the angle of sideslip is small, the wind velocity state estimates are corrected  whenever the EKF is not dead reckoning (e.g. has an independent velocity or position sensor such as GPS). This behaviour is on by default and cannot be disabled. When the EKF is dead reckoning, the wind states are used as a reference, enabling use of the small angle of sideslip assumption to correct non wind velocity states (eg attitude, velocity, position, etc) and improve navigation accuracy. This behaviour is on by default and cannot be disabled. The behaviour controlled by this parameter is the use of the small angle of sideslip assumption to correct non wind velocity states when the EKF is NOT dead reckoning. This is primarily of benefit to reduce the buildup of yaw angle errors during straight and level flight without a yaw sensor (e.g. magnetometer or dual antenna GPS yaw) provided aerobatic flight maneuvers with large sideslip angles are not performed. The 'always' option might be used where the yaw sensor is intentionally not fitted or disabled. The 'WhenNoYawSensor' option might be used if a yaw sensor is fitted, but protection against in-flight failure and continual rejection by the EKF is desired. For vehicles operated within visual range of the operator performing frequent turning maneuvers, setting this parameter is unnecessary.",,,,
EK3_YAW_M_NSE,This is the RMS value of noise in yaw measurements from the magnetometer. Increasing it reduces the weighting on these measurements.,0.05 1.0,0.05,,
EK3_YAW_I_GATE,This sets the percentage number of standard deviations applied to the magnetometer yaw measurement innovation consistency check. Decreasing it makes it more likely that good measurements will be rejected. Increasing it makes it more likely that bad measurements will be accepted.,100 1000,25,,
EK3_TAU_OUTPUT,Sets the time constant of the output complementary filter/predictor in centi-seconds.,10 50,5,,
EK3_MAGE_P_NSE,This state process noise controls the growth of earth magnetic field state error estimates. Increasing it makes earth magnetic field estimation faster and noisier.,0.00001 0.01,,,
EK3_MAGB_P_NSE,This state process noise controls the growth of body magnetic field state error estimates. Increasing it makes magnetometer bias error estimation faster and noisier.,0.00001 0.01,,,
EK3_RNG_USE_HGT,"Range finder can be used as the primary height source when below this percentage of its maximum range (see RNGFNDx_MAX_CM) and the primary height source is Baro or GPS (see EK3_SRCx_POSZ).  This feature should not be used for terrain following as it is designed for vertical takeoff and landing with climb above the range finder use height before commencing the mission, and with horizontal position changes below that height being limited to a flat region around the takeoff and landing point.",-1 70,1,,
EK3_TERR_GRAD,Specifies the maximum gradient of the terrain below the vehicle when it is using range finder as a height reference,0 0.2,0.01,,
EK3_BCN_M_NSE,This is the RMS value of noise in the range beacon measurement. Increasing it reduces the weighting on this measurement.,0.1 10.0,0.1,,
EK3_BCN_I_GTE,This sets the percentage number of standard deviations applied to the range beacon measurement innovation consistency check. Decreasing it makes it more likely that good measurements will be rejected. Increasing it makes it more likely that bad measurements will be accepted.,100 1000,25,,
EK3_BCN_DELAY,This is the number of msec that the range beacon measurements lag behind the inertial measurements.,0 250,10,,
EK3_RNG_USE_SPD,The range finder will not be used as the primary height source when the horizontal ground speed is greater than this value.,2.0 6.0,0.5,,
EK3_ACC_BIAS_LIM,The accelerometer bias state will be limited to +- this value,0.5 2.5,0.1,,
EK3_MAG_MASK,1 byte bitmap of EKF cores that will disable magnetic field states and use simple magnetic heading fusion at all times. This parameter enables specified cores to be used as a backup for flight into an environment with high levels of external magnetic interference which may degrade the EKF attitude estimate when using 3-axis magnetometer fusion. NOTE : Use of a different magnetometer fusion algorithm on different cores makes unwanted EKF core switches due to magnetometer errors more likely.,,,,
EK3_OGN_HGT_MASK,"When a height sensor other than GPS is used as the primary height source by the EKF, the position of the zero height datum is defined by that sensor and its frame of reference. If a GPS height measurement is also available, then the height of the WGS-84 height datum used by the EKF can be corrected so that the height returned by the getLLH() function is compensated for primary height sensor drift and change in datum over time. The first two bit positions control when the height datum will be corrected. Correction is performed using a Bayes filter and only operates when GPS quality permits. The third bit position controls where the corrections to the GPS reference datum are applied. Corrections can be applied to the local vertical position or to the reported EKF origin height (default).",,,,
EK3_VIS_VERR_MIN,"This is the 1-STD odometry velocity observation error that will be assumed when maximum quality is reported by the sensor. When quality is between max and min, the error will be calculated using linear interpolation between VIS_VERR_MIN and VIS_VERR_MAX.",0.05 0.5,0.05,,
EK3_VIS_VERR_MAX,"This is the 1-STD odometry velocity observation error that will be assumed when minimum quality is reported by the sensor. When quality is between max and min, the error will be calculated using linear interpolation between VIS_VERR_MIN and VIS_VERR_MAX.",0.5 5.0,0.1,,
EK3_WENC_VERR,This is the 1-STD odometry velocity observation error that will be assumed when wheel encoder data is being fused.,0.01 1.0,0.1,,
EK3_FLOW_USE,Controls if the optical flow data is fused into the 24-state navigation estimator OR the 1-state terrain height estimator.,,,0|1|2|,
EK3_HRT_FILT,Specifies the crossover frequency of the complementary filter used to calculate the output predictor height rate derivative.,0.1 30.0,,,
EK3_MAG_EF_LIM,This limits the difference between the learned earth magnetic field and the earth field from the world magnetic model tables. A value of zero means to disable the use of the WMM tables.,0 500,,,
EK3_GSF_RUN_MASK,"1 byte bitmap of which EKF3 instances run an independant EKF-GSF yaw estimator to provide a backup yaw estimate that doesn't rely on magnetometer data. This estimator uses IMU, GPS and, if available, airspeed data. EKF-GSF yaw estimator data for the primary EKF3 instance will be logged as GSF0 and GSF1 messages. Use of the yaw estimate generated by this algorithm is controlled by the EK3_GSF_USE_MASK and EK3_GSF_RST_MAX parameters. To run the EKF-GSF yaw estimator in ride-along and logging only, set EK3_GSF_USE to 0. ",,,,
